variant,seed,task_id,acc,context_entropy,context_margin,context_top1_acc,context_brier,context_ece,latent_frechet_margin,prototype_weight,class2_margin_vs4,class5_margin_vs4,class2_logit_rank,class5_logit_rank,route_dominance,effective_hosts
context_ema_retention,4,8,0.415,0.10714250802993774,0.958798348903656,1.0,0.001750195981003344,0.02271972969174385,56.9453125,0.9499999284744263,,,,,0.879814088344574,1.6457760334014893
context_ema_retention,4,9,0.429,0.08327226340770721,0.9681519269943237,1.0,0.0012386442394927144,0.01734089106321335,114.03826904296875,0.9499999284744263,,,,,0.8990215063095093,1.5219204425811768
full_rescue,0,0,0.0495,0.5913888216018677,0.5616179704666138,0.0,1.6329318284988403,0.775537371635437,20.09154510498047,0.9499999284744263,2.0819807052612305,,26.30500030517578,,0.1768140196800232,9.068549156188965
full_rescue,0,1,0.0605,0.13190260529518127,0.943756103515625,0.0,1.9190952777862549,0.9703786373138428,53.71571350097656,0.9499999284744263,,4.173712253570557,,22.40999984741211,0.16813348233699799,9.104150772094727
full_rescue,0,2,0.164,0.3290632367134094,0.7872466444969177,0.4480000138282776,1.0829898118972778,0.6293941736221313,9.893577575683594,0.9499999284744263,,,,,0.2728777527809143,8.534914016723633
full_rescue,0,3,0.112,0.3810919523239136,0.730103075504303,0.4480000138282776,0.7939090728759766,0.5014666318893433,9.554640769958496,0.9499999284744263,,,,,0.179090216755867,8.924768447875977
full_rescue,0,4,0.318,0.22576941549777985,0.8717272877693176,0.871999979019165,0.13956059515476227,0.12121551483869553,10.357565879821777,0.9499999284744263,,,,,0.20300109684467316,8.761797904968262
full_rescue,0,5,0.265,0.13243865966796875,0.9449412226676941,1.0,0.0025006532669067383,0.029600437730550766,30.334579467773438,0.9499999284744263,,,,,0.18401294946670532,8.432897567749023
full_rescue,0,6,0.635,0.09042288362979889,0.9658480286598206,1.0,0.001416820683516562,0.0188700333237648,93.64701080322266,0.9499999284744263,,,,,0.2044380158185959,8.1306734085083
full_rescue,0,7,0.62,0.07030539214611053,0.9739211797714233,1.0,0.0010848664678633213,0.014528293162584305,98.4004898071289,0.9499999284744263,,,,,0.17997734248638153,8.205770492553711
full_rescue,0,8,0.401,0.18256032466888428,0.9223147034645081,1.0,0.007148015312850475,0.043614137917757034,28.68473243713379,0.9499999284744263,,,,,0.16751611232757568,9.308333396911621
