method,seed,after_task,n_seen_classes,pred_entropy,pred_entropy_normalized,effective_predicted_classes,max_pred_mass,dominant_pred_class,min_true_class_recall,zero_recall_classes,collapse_warning,audit_only
probe_proto__transformed3_oracle,4,9,50,3.4116308555395958,0.8720886484577853,30.314642770626843,0.0946,36,0.0,"[1, 2, 12, 48]",True,True
probe_proto__transformed4_oracle,0,9,50,3.566525363942853,0.9116831263502552,35.393400065949024,0.08675,25,0.0025,[],False,True
probe_proto__transformed4_oracle,1,9,50,3.514704172639494,0.8984364784569645,33.605984883478285,0.08415,49,0.0,"[2, 3]",True,True
probe_proto__transformed4_oracle,2,9,50,3.531310955476835,0.9026815411302408,34.16873195260619,0.1036,49,0.0,"[1, 3]",True,True
probe_proto__transformed4_oracle,3,9,50,3.59807346997092,0.919747523206892,36.527794719918965,0.08425,49,0.0,"[2, 3]",True,True
probe_proto__transformed4_oracle,4,9,50,3.588694471145452,0.9173500427185478,36.186802160184,0.0895,48,0.0,[3],True,True
probe_proto__zf_oracle,0,9,50,3.7039523534419394,0.946812518306386,40.60748273493424,0.0686,36,0.0025,[],False,True
probe_proto__zf_oracle,1,9,50,3.692549467460962,0.9438976872930828,40.14707024368563,0.06185,43,0.005,[],False,True
probe_proto__zf_oracle,2,9,50,3.741239757966538,0.9563440073781172,42.1502138493546,0.0763,9,0.005,[],False,True
probe_proto__zf_oracle,3,9,50,3.694086613185342,0.9442906158935146,40.208829595458354,0.08685,36,0.0225,[],False,True
probe_proto__zf_oracle,4,9,50,3.6562728687045976,0.9346245826344372,38.71677113042526,0.0793,36,0.0,"[2, 3]",True,True
probe_proto__zf_proto,0,9,50,3.131750724022257,0.800545068287375,22.9140606431458,0.1164,49,0.0,"[3, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 24]",True,True
probe_proto__zf_proto,1,9,50,3.428767391613877,0.8764691278288177,30.83860738705761,0.07855,46,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",True,True
probe_proto__zf_proto,2,9,50,3.28098201139829,0.8386919010562432,26.60188322990436,0.103,49,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 15, 17]",True,True
probe_proto__zf_proto,3,9,50,3.4776311183640582,0.8889597820714895,32.382919839948926,0.09685,45,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]",True,True
probe_proto__zf_proto,4,9,50,3.5874258221382904,0.9170257478446678,36.140922918032096,0.0875,48,0.0025,[],False,True
